ROUTE_ID,MEASURE,DISTANCE,ELEV,LATITUDE,LONGITUDE
4,3932.702676,1.072898,1421.046631,38.590505,-109.542788
4,3889.663356,0.629614,1423.174561,38.590507,-109.542307
4,3892.117479,0.43897,1422.746338,38.590512,-109.542337
4,3927.330878,0.790903,1421.180176,38.590519,-109.542735
4,3922.280256,0.725146,1421.40918,38.590524,-109.542678
4,3897.110224,0.435184,1422.074951,38.590522,-109.542392
4,3885.410673,1.142376,1422.659668,38.590521,-109.542254
4,3917.293647,0.745211,1421.497559,38.590527,-109.54262
4,4641.96243,-0.103826,1459.227417,38.59059,-109.546243
4,3912.27521,0.736328,1421.302734,38.590531,-109.542563
4,3902.149536,0.520849,1421.54541,38.59053,-109.542449
3,2904.663696,-0.89564,1392.799194,38.590397,-109.534618
4,3907.214814,0.65545,1421.405029,38.590534,-109.542506
3,2904.78471,-0.890023,1392.799194,38.590398,-109.534618
4,4646.966032,-0.080521,1458.557861,38.590619,-109.546288
4,3880.716095,1.152334,1421.885986,38.590557,-109.542221
4,4651.97724,0.207501,1458.275146,38.590641,-109.546337
3,2909.618427,-0.838638,1392.726074,38.590442,-109.534624
3,2909.738486,-0.83921,1392.726074,38.590443,-109.534624
4,4656.978537,0.223082,1457.746216,38.590659,-109.54639
4,3875.948715,1.100996,1421.0979,38.590599,-109.542199
4,4661.984564,0.223672,1458.00061,38.590677,-109.546442
3,2914.50207,-0.709208,1392.569946,38.590486,-109.534638
3,2914.621563,-0.70923,1392.612793,38.590487,-109.534639
4,4666.978234,0.221125,1458.441772,38.590695,-109.546495
